path,top,stem,n_rows,workload_label,gpu_name,run_id,threeway,ncols,has_nvlink,schema_key
data/adversarial_D_temporal_disruption_NVIDIA_GeForce_RTX_5090_d4b1cbf0_20260417_204546.parquet,data,adversarial_D_temporal_disruption_NVIDIA_GeForce_RTX_5090_d4b1cbf0_20260417_204546,320,adversarial_D_temporal_disruption,NVIDIA GeForce RTX 5090,d4b1cbf0c0d9,ml_training,25,0,dcgm_gpu_temp|dcgm_gpu_util|dcgm_mem_clock|dcgm_power_usage|dcgm_sm_clock|decoder_util_pct|driver_version|encoder_util_pct|fan_speed_pct|gpu_name|gpu_utilization_pct|gpu_uuid|mem_clock_mhz|mem_total_mb|mem_used_mb|mem_utilization_pct|pcie_rx_mbps|pcie_tx_mbps|power_draw_w|run_id|sm_clock_mhz|temperature_c|timestamp_epoch|timestamp_utc|workload_label
data/adversarial_E_memory_minimal_AMD_Radeon_RX_9070_XT_56678e14_20260515_120559.parquet,data,adversarial_E_memory_minimal_AMD_Radeon_RX_9070_XT_56678e14_20260515_120559,311,adversarial_E_memory_minimal,AMD Radeon RX 9070 XT,56678e14ec8e,ml_training,26,0,decoder_util_pct|driver_version|encoder_util_pct|fan_speed_pct|gpu_name|gpu_utilization_pct|gpu_uuid|mem_clock_mhz|mem_total_mb|mem_used_mb|mem_utilization_pct|mm_combined|pcie_rx_mbps|pcie_tx_mbps|power_draw_w|power_limit_w|run_id|sm_clock_mhz|temperature_c|temperature_hotspot_c|temperature_vram_c|throttle_status|timestamp_epoch|timestamp_utc|vendor|workload_label
data/adversarial_E_memory_minimal_AMD_Radeon_RX_9070_XT_979c3262_20260515_120048.parquet,data,adversarial_E_memory_minimal_AMD_Radeon_RX_9070_XT_979c3262_20260515_120048,311,adversarial_E_memory_minimal,AMD Radeon RX 9070 XT,979c32621318,ml_training,26,0,decoder_util_pct|driver_version|encoder_util_pct|fan_speed_pct|gpu_name|gpu_utilization_pct|gpu_uuid|mem_clock_mhz|mem_total_mb|mem_used_mb|mem_utilization_pct|mm_combined|pcie_rx_mbps|pcie_tx_mbps|power_draw_w|power_limit_w|run_id|sm_clock_mhz|temperature_c|temperature_hotspot_c|temperature_vram_c|throttle_status|timestamp_epoch|timestamp_utc|vendor|workload_label
data/adversarial_E_memory_minimal_AMD_Radeon_RX_9070_XT_97db5e17_20260515_115538.parquet,data,adversarial_E_memory_minimal_AMD_Radeon_RX_9070_XT_97db5e17_20260515_115538,311,adversarial_E_memory_minimal,AMD Radeon RX 9070 XT,97db5e172700,ml_training,26,0,decoder_util_pct|driver_version|encoder_util_pct|fan_speed_pct|gpu_name|gpu_utilization_pct|gpu_uuid|mem_clock_mhz|mem_total_mb|mem_used_mb|mem_utilization_pct|mm_combined|pcie_rx_mbps|pcie_tx_mbps|power_draw_w|power_limit_w|run_id|sm_clock_mhz|temperature_c|temperature_hotspot_c|temperature_vram_c|throttle_status|timestamp_epoch|timestamp_utc|vendor|workload_label
data/adversarial_E_memory_minimal_NVIDIA_A100_SXM4_80GB_7b692854_20260412_053508.parquet,data,adversarial_E_memory_minimal_NVIDIA_A100_SXM4_80GB_7b692854_20260412_053508,331,adversarial_E_memory_minimal,NVIDIA A100-SXM4-80GB,7b6928549884,ml_training,20,0,decoder_util_pct|driver_version|encoder_util_pct|fan_speed_pct|gpu_name|gpu_utilization_pct|gpu_uuid|mem_clock_mhz|mem_total_mb|mem_used_mb|mem_utilization_pct|pcie_rx_mbps|pcie_tx_mbps|power_draw_w|run_id|sm_clock_mhz|temperature_c|timestamp_epoch|timestamp_utc|workload_label
data/adversarial_E_memory_minimal_NVIDIA_B200_09b77236_20260412_230551.parquet,data,adversarial_E_memory_minimal_NVIDIA_B200_09b77236_20260412_230551,25,adversarial_E_memory_minimal,NVIDIA B200,09b77236e0c2,ml_training,25,0,dcgm_gpu_temp|dcgm_gpu_util|dcgm_mem_clock|dcgm_power_usage|dcgm_sm_clock|decoder_util_pct|driver_version|encoder_util_pct|fan_speed_pct|gpu_name|gpu_utilization_pct|gpu_uuid|mem_clock_mhz|mem_total_mb|mem_used_mb|mem_utilization_pct|pcie_rx_mbps|pcie_tx_mbps|power_draw_w|run_id|sm_clock_mhz|temperature_c|timestamp_epoch|timestamp_utc|workload_label
data/adversarial_E_memory_minimal_NVIDIA_GeForce_RTX_5080_4aee1d76_20260410_233627.parquet,data,adversarial_E_memory_minimal_NVIDIA_GeForce_RTX_5080_4aee1d76_20260410_233627,305,adversarial_E_memory_minimal,NVIDIA GeForce RTX 5080,4aee1d76c93d,ml_training,20,0,decoder_util_pct|driver_version|encoder_util_pct|fan_speed_pct|gpu_name|gpu_utilization_pct|gpu_uuid|mem_clock_mhz|mem_total_mb|mem_used_mb|mem_utilization_pct|pcie_rx_mbps|pcie_tx_mbps|power_draw_w|run_id|sm_clock_mhz|temperature_c|timestamp_epoch|timestamp_utc|workload_label
data/adversarial_E_memory_minimal_NVIDIA_GeForce_RTX_5080_6e93ad28_20260410_234153.parquet,data,adversarial_E_memory_minimal_NVIDIA_GeForce_RTX_5080_6e93ad28_20260410_234153,305,adversarial_E_memory_minimal,NVIDIA GeForce RTX 5080,6e93ad2858e4,ml_training,20,0,decoder_util_pct|driver_version|encoder_util_pct|fan_speed_pct|gpu_name|gpu_utilization_pct|gpu_uuid|mem_clock_mhz|mem_total_mb|mem_used_mb|mem_utilization_pct|pcie_rx_mbps|pcie_tx_mbps|power_draw_w|run_id|sm_clock_mhz|temperature_c|timestamp_epoch|timestamp_utc|workload_label
data/adversarial_E_memory_minimal_NVIDIA_GeForce_RTX_5080_8c0c9898_20260411_223125.parquet,data,adversarial_E_memory_minimal_NVIDIA_GeForce_RTX_5080_8c0c9898_20260411_223125,305,adversarial_E_memory_minimal,NVIDIA GeForce RTX 5080,8c0c9898099f,ml_training,20,0,decoder_util_pct|driver_version|encoder_util_pct|fan_speed_pct|gpu_name|gpu_utilization_pct|gpu_uuid|mem_clock_mhz|mem_total_mb|mem_used_mb|mem_utilization_pct|pcie_rx_mbps|pcie_tx_mbps|power_draw_w|run_id|sm_clock_mhz|temperature_c|timestamp_epoch|timestamp_utc|workload_label
data/adversarial_E_memory_minimal_NVIDIA_GeForce_RTX_5080_eaac6b79_20260410_234710.parquet,data,adversarial_E_memory_minimal_NVIDIA_GeForce_RTX_5080_eaac6b79_20260410_234710,304,adversarial_E_memory_minimal,NVIDIA GeForce RTX 5080,eaac6b793720,ml_training,20,0,decoder_util_pct|driver_version|encoder_util_pct|fan_speed_pct|gpu_name|gpu_utilization_pct|gpu_uuid|mem_clock_mhz|mem_total_mb|mem_used_mb|mem_utilization_pct|pcie_rx_mbps|pcie_tx_mbps|power_draw_w|run_id|sm_clock_mhz|temperature_c|timestamp_epoch|timestamp_utc|workload_label
